stat_id,city_id,stat_date,avg_pm_cn1,avg_pm_cn2,avg_pm_cn3,avg_pm_us,avg_pm,max_pm,min_pm,aqi_level
894,4,2013-09-26,24.666666,24.5,,24.666666,24.583333,24.666666,24.5,1
895,3,2013-01-19,203.458333,227.75,,225.708333,215.604166,227.75,203.458333,5
896,4,2012-09-11,35.833333,,,35.833333,35.833333,35.833333,35.833333,2
897,4,2015-07-09,18.125,25.958333,,18.125,22.041666,25.958333,18.125,1
898,1,2013-06-02,162.25,192.565217,153.0,155.708333,169.271739,192.565217,153.0,5
899,1,2015-05-26,92.416666,92.0,79.045454,83.166666,87.820706,92.416666,79.045454,3
900,4,2014-07-17,16.666666,28.73913,,16.666666,22.702898,28.73913,16.666666,1
901,5,2015-06-08,30.583333,26.958333,,26.583333,28.770833,30.583333,26.583333,1
902,1,2015-07-20,102.136363,91.916666,83.333333,83.041666,92.46212,102.136363,83.041666,3
903,2,2013-07-29,55.866666,60.6,,40.533333,58.233333,60.6,40.533333,2
904,3,2013-12-21,106.583333,106.875,,100.25,106.729166,106.875,100.25,3
905,1,2014-09-10,66.083333,77.25,64.208333,69.166666,69.180555,77.25,64.208333,2
906,4,2012-04-25,33.083333,,,33.083333,33.083333,33.083333,33.083333,1
907,5,2014-10-15,73.166666,83.166666,,68.5,78.166666,83.166666,68.5,3
908,3,2013-06-28,82.071428,68.285714,,78.785714,75.178571,82.071428,68.285714,3
909,3,2015-10-27,28.541666,24.833333,,32.0,26.687499,32.0,24.833333,1
910,4,2015-12-18,31.583333,37.5,,31.583333,34.541666,37.5,31.583333,1
911,5,2014-05-29,50.916666,50.875,,57.75,50.895833,57.75,50.875,2
912,2,2013-12-15,88.666666,97.666666,,88.666666,93.166666,97.666666,88.666666,3
913,3,2013-11-14,38.166666,44.541666,,65.125,41.354166,65.125,38.166666,2
914,5,2014-01-30,49.666666,50.791666,,53.541666,50.229166,53.541666,49.666666,2
915,3,2014-02-22,181.8,175.25,,166.75,178.525,181.8,166.75,5
916,4,2014-12-26,97.25,91.375,,97.25,94.3125,97.25,91.375,3
917,4,2015-09-26,33.125,39.458333,,33.125,36.291666,39.458333,33.125,2
918,2,2013-03-30,28.125,29.0,,27.625,28.5625,29.0,27.625,1
919,2,2015-10-21,43.0,40.375,,41.916666,41.6875,43.0,40.375,2
920,3,2015-09-20,55.666666,39.125,,58.541666,47.395833,58.541666,39.125,2
921,4,2014-05-23,48.458333,42.333333,,48.458333,45.395833,48.458333,42.333333,2
922,4,2015-02-23,26.391304,27.041666,,26.391304,26.716485,27.041666,26.391304,1
923,5,2014-04-22,46.3125,63.470588,,58.869565,54.891544,63.470588,46.3125,2
924,5,2015-01-22,375.666666,291.916666,,349.583333,333.791666,375.666666,291.916666,6
925,1,2015-10-12,14.75,8.5,15.130434,13.708333,12.793478,15.130434,8.5,1
926,2,2014-03-23,23.869565,32.625,,31.916666,28.247282,32.625,23.869565,1
927,4,2013-11-20,83.833333,,,83.833333,83.833333,83.833333,83.833333,3
928,1,2014-07-05,134.875,127.333333,114.5,121.291666,125.569444,134.875,114.5,4
929,4,2014-04-02,29.85,41.916666,,29.85,35.883333,41.916666,29.85,2
930,5,2014-03-01,56.0,40.75,,40.25,48.375,56.0,40.25,2
931,1,2013-04-05,56.166666,50.375,53.083333,61.5,53.208333,61.5,50.375,2
932,1,2013-09-17,90.5,95.235294,87.041666,103.666666,90.925653,103.666666,87.041666,3
933,5,2013-05-13,70.0,62.3125,,65.238095,66.15625,70.0,62.3125,2
934,3,2014-07-11,21.666666,24.625,,,23.145833,24.625,21.666666,1
935,4,2013-01-25,57.541666,104.85,,57.541666,81.195833,104.85,57.541666,3
936,4,2014-06-10,82.083333,46.708333,,82.083333,64.395833,82.083333,46.708333,2
937,5,2015-07-15,18.086956,14.695652,,21.384615,16.391304,21.384615,14.695652,1
938,4,2013-01-02,70.083333,68.809523,,70.083333,69.446428,70.083333,68.809523,2
939,4,2012-12-26,105.416666,,,105.416666,105.416666,105.416666,105.416666,3
940,5,2014-07-23,56.708333,42.416666,,34.3,49.562499,56.708333,34.3,2
941,4,2014-10-09,45.208333,50.083333,,45.208333,47.645833,50.083333,45.208333,2
942,1,2014-08-26,22.208333,29.130434,23.416666,23.333333,24.918477,29.130434,22.208333,1
943,5,2015-12-24,39.5,45.958333,,48.708333,42.729166,48.708333,39.5,2
944,2,2013-08-16,14.25,15.0,,10.25,14.625,15.0,10.25,1
945,4,2012-03-18,3.736842,,,3.736842,3.736842,3.736842,3.736842,1
946,4,2015-04-17,48.625,53.47826,,48.625,51.05163,53.47826,48.625,2
947,5,2014-09-08,14.041666,20.708333,,17.0,17.374999,20.708333,14.041666,1
948,1,2015-04-05,54.916666,63.958333,57.791666,56.416666,58.888888,63.958333,54.916666,2
949,3,2015-07-03,21.916666,13.458333,,25.291666,17.687499,25.291666,13.458333,1
950,4,2015-06-02,15.416666,21.416666,,15.416666,18.416666,21.416666,15.416666,1
951,3,2014-03-12,85.041666,89.333333,,86.166666,87.187499,89.333333,85.041666,3
952,5,2015-03-16,102.791666,92.708333,,93.666666,97.749999,102.791666,92.708333,3
953,1,2013-05-18,113.166666,114.208333,108.5,85.882352,111.958333,114.208333,85.882352,3
954,3,2015-04-11,37.583333,36.041666,,54.75,36.812499,54.75,36.041666,2
955,4,2013-02-15,48.583333,49.708333,,48.583333,49.145833,49.708333,48.583333,2
956,4,2013-08-05,46.086956,,,46.086956,46.086956,46.086956,46.086956,2
957,4,2015-03-10,32.041666,34.458333,,32.041666,33.249999,34.458333,32.041666,1
958,5,2013-01-14,303.818181,307.0,,,305.40909,307.0,303.818181,6
959,4,2013-12-04,89.541666,,,89.541666,89.541666,89.541666,89.541666,3
960,3,2014-04-19,22.0,18.208333,,23.625,20.104166,23.625,18.208333,1
961,3,2015-01-19,115.791666,112.875,,136.25,114.333333,136.25,112.875,3
962,4,2014-03-18,64.166666,81.772727,,64.166666,72.969696,81.772727,64.166666,2
963,1,2014-11-04,108.875,145.958333,132.625,131.708333,129.152777,145.958333,108.875,4
964,1,2015-08-04,22.90909,23.041666,16.041666,20.916666,20.66414,23.041666,16.041666,1
965,2,2015-04-05,56.666666,55.583333,,50.916666,56.124999,56.666666,50.916666,2
966,5,2013-11-03,135.291666,131.958333,,127.666666,133.624999,135.291666,127.666666,4
967,2,2014-12-31,106.708333,105.434782,,106.875,106.071557,106.875,105.434782,3
968,3,2013-09-06,62.375,49.958333,,52.291666,56.166666,62.375,49.958333,2
969,3,2014-11-30,37.416666,38.625,,51.125,38.020833,51.125,37.416666,2
970,3,2015-08-30,70.666666,74.041666,,83.708333,72.354166,83.708333,70.666666,2
971,2,2014-04-13,39.772727,41.304347,,43.916666,40.538537,43.916666,39.772727,2
972,2,2014-10-03,41.086956,48.041666,,43.291666,44.564311,48.041666,41.086956,2
973,2,2015-01-13,19.375,17.333333,,23.375,18.354166,23.375,17.333333,1
974,2,2015-07-03,83.590909,75.083333,,71.869565,79.337121,83.590909,71.869565,3
975,3,2015-03-04,43.708333,52.416666,,53.041666,48.062499,53.041666,43.708333,2
976,1,2013-03-01,6.882352,,6.941176,11.941176,6.911764,11.941176,6.882352,1
977,2,2015-02-17,125.333333,125.916666,,119.375,125.624999,125.916666,119.375,4
978,3,2014-03-29,174.375,162.625,,155.0,168.5,174.375,155.0,5
979,5,2013-08-28,31.434782,24.173913,,33.521739,27.804347,33.521739,24.173913,1
980,4,2012-10-01,21.0,,,21.0,21.0,21.0,21.0,1
981,4,2012-12-12,54.625,,,54.625,54.625,54.625,54.625,2
982,2,2015-04-28,76.791666,67.708333,,65.533333,72.249999,76.791666,65.533333,2
983,1,2013-03-24,20.166666,20.791666,20.375,23.333333,20.444444,23.333333,20.166666,1
984,1,2013-12-09,14.375,16.75,14.208333,19.458333,15.111111,19.458333,14.208333,1
985,2,2015-09-14,17.208333,15.125,,17.5,16.166666,17.5,15.125,1
986,3,2014-08-15,44.0,55.166666,,65.041666,49.583333,65.041666,44.0,2
987,5,2013-08-05,61.863636,35.347826,,,48.605731,61.863636,35.347826,2
988,5,2015-04-23,43.291666,32.5,,43.625,37.895833,43.625,32.5,2
989,1,2013-05-12,84.708333,46.125,28.875,48.916666,53.236111,84.708333,28.875,2
990,1,2015-06-16,126.529411,105.954545,124.894736,94.375,119.12623,126.529411,94.375,4
991,2,2015-11-02,123.166666,119.041666,,113.375,121.104166,123.166666,113.375,4
992,3,2014-01-18,250.583333,270.041666,,211.708333,260.312499,270.041666,211.708333,6
993,5,2013-06-17,93.307692,65.875,,68.041666,79.591346,93.307692,65.875,3
994,2,2015-11-25,38.090909,31.958333,,38.0,35.024621,38.090909,31.958333,2
995,3,2014-10-26,173.666666,171.541666,,210.75,172.604166,210.75,171.541666,5
996,3,2015-07-26,39.125,47.166666,,7.916666,43.145833,47.166666,7.916666,2
997,4,2013-10-16,101.416666,,,101.416666,101.416666,101.416666,101.416666,3
998,2,2014-07-28,53.782608,56.625,,40.260869,55.203804,56.625,40.260869,2
999,4,2013-12-27,132.791666,134.0,,132.791666,133.395833,134.0,132.791666,4
1000,2,2014-02-02,226.217391,206.416666,,177.0,216.317028,226.217391,177.0,5
1001,2,2014-12-14,81.608695,92.25,,83.083333,86.929347,92.25,81.608695,3
1002,3,2015-05-15,55.375,77.25,,62.958333,66.3125,77.25,55.375,2
1003,1,2013-07-29,64.583333,27.0,65.666666,66.428571,52.416666,66.428571,27.0,2
1004,1,2014-11-27,45.375,79.916666,76.857142,62.25,67.382936,79.916666,45.375,2
1005,1,2015-08-27,12.25,,9.541666,12.458333,10.895833,12.458333,9.541666,1
1006,2,2013-06-22,60.125,67.25,,48.291666,63.6875,67.25,48.291666,2
1007,3,2015-12-12,25.0,29.541666,,40.333333,27.270833,40.333333,25.0,1
1008,1,2014-04-30,94.347826,89.0,97.416666,111.875,93.588164,111.875,89.0,3
1009,1,2015-01-30,11.869565,12.333333,10.782608,11.375,11.661835,12.333333,10.782608,1
1010,5,2013-04-23,81.2,69.4,,82.5,75.3,82.5,69.4,3
1011,1,2013-10-21,90.416666,99.272727,90.75,100.166666,93.479797,100.166666,90.416666,3
1012,3,2014-12-20,130.916666,122.916666,,137.833333,126.916666,137.833333,122.916666,4
1013,4,2015-08-13,18.958333,25.25,,18.958333,22.104166,25.25,18.958333,1
1014,4,2012-08-30,51.75,,,51.75,51.75,51.75,51.75,2
1015,4,2013-05-30,41.791666,42.916666,,41.791666,42.354166,42.916666,41.791666,2
1016,5,2013-01-31,200.708333,183.708333,,,192.208333,200.708333,183.708333,5
1017,5,2015-11-20,59.583333,66.083333,,67.666666,62.833333,67.666666,59.583333,2
1018,4,2011-12-03,38.0,,,38.0,38.0,38.0,38.0,2
1019,4,2014-08-21,32.428571,40.875,,32.428571,36.651785,40.875,32.428571,2
1020,5,2013-09-09,48.818181,39.272727,,50.818181,44.045454,50.818181,39.272727,2
1021,1,2013-06-16,179.291666,174.791666,,174.458333,177.041666,179.291666,174.458333,5
1022,2,2015-12-06,105.583333,111.0,,102.041666,108.291666,111.0,102.041666,3
1023,4,2014-01-24,56.375,59.791666,,56.375,58.083333,59.791666,56.375,2
1024,5,2013-02-12,96.166666,89.416666,,,92.791666,96.166666,89.416666,3
1025,1,2015-11-19,73.708333,96.6,79.5,82.75,83.269444,96.6,73.708333,3
1026,2,2013-10-04,17.25,16.277777,,18.083333,16.763888,18.083333,16.277777,1
1027,1,2015-02-11,51.25,61.458333,56.208333,47.809523,56.305555,61.458333,47.809523,2
1028,4,2012-06-19,17.458333,,,17.458333,17.458333,17.458333,17.458333,1
1029,5,2014-12-09,127.130434,120.913043,,132.826086,124.021738,132.826086,120.913043,4
1030,1,2015-09-08,61.125,,53.958333,60.166666,57.541666,61.125,53.958333,2
1031,2,2014-10-20,57.291666,58.304347,,50.916666,57.798006,58.304347,50.916666,2
1032,2,2015-07-20,23.708333,22.833333,,21.125,23.270833,23.708333,21.125,1
1033,5,2013-03-25,44.083333,40.25,,,42.166666,44.083333,40.25,2
1034,1,2013-08-27,58.333333,54.416666,54.583333,53.666666,55.777777,58.333333,53.666666,2
1035,3,2014-05-23,74.083333,64.173913,,90.541666,69.128623,90.541666,64.173913,2
1036,3,2015-02-23,28.666666,28.541666,,35.916666,28.604166,35.916666,28.541666,1
1037,4,2013-06-11,21.625,19.869565,,21.625,20.747282,21.625,19.869565,1
1038,5,2013-03-02,53.315789,52.190476,,,52.753132,53.315789,52.190476,2
1039,5,2015-12-01,74.958333,89.375,,96.5,82.166666,96.5,74.958333,3
1040,1,2014-09-16,39.625,48.666666,42.416666,47.40909,43.569444,48.666666,39.625,2
1041,2,2014-08-09,29.583333,29.695652,,19.608695,29.639492,29.695652,19.608695,1
1042,2,2015-05-09,22.75,22.125,,26.791666,22.4375,26.791666,22.125,1
1043,4,2014-01-01,86.458333,108.625,,86.458333,97.541666,108.625,86.458333,3
1044,5,2013-11-20,66.285714,77.904761,,62.894736,72.095237,77.904761,62.894736,2
1045,2,2014-05-17,57.25,55.434782,,57.0,56.342391,57.25,55.434782,2
1046,3,2013-06-05,77.833333,83.73913,,92.666666,80.786231,92.666666,77.833333,3
1047,2,2014-02-25,13.25,17.928571,,21.0,15.589285,21.0,13.25,1
1048,1,2014-05-11,19.458333,22.25,23.291666,30.666666,21.666666,30.666666,19.458333,1
1049,2,2014-01-12,85.583333,82.956521,,85.416666,84.269927,85.583333,82.956521,3
1050,3,2014-09-05,43.958333,44.625,,59.541666,44.291666,59.541666,43.958333,2
1051,4,2013-03-19,49.5,33.333333,,49.5,41.416666,49.5,33.333333,2
1052,4,2015-02-06,99.055555,93.583333,,99.055555,96.319444,99.055555,93.583333,3
1053,5,2014-01-07,66.458333,57.625,,58.416666,62.041666,66.458333,57.625,2
1054,5,2015-09-09,35.916666,36.291666,,31.458333,36.104166,36.291666,31.458333,2
1055,4,2015-10-24,53.083333,55.666666,,53.083333,54.374999,55.666666,53.083333,2
1056,5,2014-08-04,22.333333,26.208333,,14.681818,24.270833,26.208333,14.681818,1
1057,5,2015-05-04,17.208333,14.375,,19.333333,15.791666,19.333333,14.375,1
1058,1,2013-07-06,53.25,76.083333,67.458333,60.958333,65.597222,76.083333,53.25,2
1059,1,2014-02-19,66.375,71.25,72.791666,79.833333,70.138888,79.833333,66.375,2
1060,2,2013-03-07,154.260869,163.173913,,139.73913,158.717391,163.173913,139.73913,5
1061,3,2013-03-13,225.125,220.791666,,194.619047,222.958333,225.125,194.619047,5
1062,4,2014-12-03,66.083333,66.545454,,66.083333,66.314393,66.545454,66.083333,2
1063,4,2015-09-03,30.75,33.0,,30.75,31.875,33.0,30.75,1
1064,5,2014-05-12,29.958333,19.166666,,26.714285,24.562499,29.958333,19.166666,1
1065,5,2015-02-12,44.333333,30.791666,,39.130434,37.562499,44.333333,30.791666,2
1066,5,2015-10-30,30.727272,24.90909,,30.5,27.818181,30.727272,24.90909,1
1067,2,2013-07-12,22.625,24.043478,,14.291666,23.334239,24.043478,14.291666,1
1068,4,2012-07-23,10.041666,,,10.041666,10.041666,10.041666,10.041666,1
1069,4,2013-05-10,53.791666,55.375,,53.791666,54.583333,55.375,53.791666,2
1070,1,2014-08-09,83.083333,88.208333,74.708333,77.916666,81.999999,88.208333,74.708333,3
1071,3,2014-06-07,60.916666,47.25,,69.875,54.083333,69.875,47.25,2
1072,5,2014-04-05,32.541666,30.708333,,26.125,31.624999,32.541666,26.125,1
1073,5,2014-04-28,45.333333,57.043478,,41.75,51.188405,57.043478,41.75,2
1074,4,2014-09-28,25.75,40.083333,,25.75,32.916666,40.083333,25.75,1
1075,1,2013-03-04,25.8,,23.666666,27.45,24.733333,27.45,23.666666,1
1076,2,2014-11-07,40.416666,38.043478,,42.125,39.230072,42.125,38.043478,2
1077,2,2015-02-14,58.041666,56.458333,,56.5,57.249999,58.041666,56.458333,2
1078,3,2013-01-02,131.571428,177.428571,,125.25,154.499999,177.428571,125.25,5
1079,1,2013-03-27,80.791666,82.458333,84.125,92.708333,82.458333,92.708333,80.791666,3
1080,1,2013-12-12,15.375,24.958333,17.916666,22.708333,19.416666,24.958333,15.375,1
1081,2,2014-12-17,52.625,47.347826,,51.625,49.986413,52.625,47.347826,2
1082,2,2015-09-17,29.857142,28.125,,24.041666,28.991071,29.857142,24.041666,1
1083,2,2015-11-22,30.125,27.083333,,31.083333,28.604166,31.083333,27.083333,1
1084,3,2013-01-25,177.916666,161.222222,,159.583333,169.569444,177.916666,159.583333,5
1085,3,2013-03-30,123.708333,122.875,,,123.291666,123.708333,122.875,4
1086,3,2013-10-10,145.583333,147.833333,,196.416666,146.708333,196.416666,145.583333,4
1087,4,2014-10-15,83.625,87.75,,83.625,85.6875,87.75,83.625,3
1088,4,2015-07-15,20.833333,31.541666,,20.833333,26.187499,31.541666,20.833333,1
1089,4,2015-09-20,24.791666,28.916666,,24.791666,26.854166,28.916666,24.791666,1
1090,2,2014-02-22,49.863636,60.590909,,55.590909,55.227272,60.590909,49.863636,2
1091,2,2014-03-09,78.375,79.130434,,72.5,78.752717,79.130434,72.5,3
1092,2,2014-11-30,44.227272,41.5,,43.791666,42.863636,44.227272,41.5,2
1093,5,2014-03-18,54.166666,48.916666,,48.5,51.541666,54.166666,48.5,2
1094,1,2015-08-24,14.25,,10.833333,15.25,12.541666,15.25,10.833333,1
1095,2,2013-06-25,42.954545,49.05,,35.166666,46.002272,49.05,35.166666,2
1096,3,2015-06-22,57.541666,64.875,,65.416666,61.208333,65.416666,57.541666,2
1097,3,2015-12-15,31.2,32.791666,,42.583333,31.995833,42.583333,31.2,1
1098,4,2013-04-23,67.318181,58.5,,67.318181,62.90909,67.318181,58.5,2
1099,5,2015-04-20,59.5,51.875,,57.916666,55.6875,59.5,51.875,2
1100,5,2015-10-13,50.0,58.130434,,55.727272,54.065217,58.130434,50.0,2
1101,1,2014-01-29,127.625,126.291666,129.291666,149.291666,127.73611,149.291666,126.291666,4
1102,4,2013-07-15,24.0,,,24.0,24.0,24.0,24.0,1
1103,4,2014-01-07,81.583333,91.75,,81.583333,86.666666,91.75,81.583333,3
1104,5,2013-11-23,261.041666,209.875,,191.375,235.458333,261.041666,191.375,5
1105,5,2015-01-28,157.304347,108.458333,,164.041666,132.88134,164.041666,108.458333,4
1106,1,2013-06-19,49.541666,54.166666,51.208333,51.5,51.638888,54.166666,49.541666,2
1107,2,2015-12-09,36.0,40.458333,,37.833333,38.229166,40.458333,36.0,2
1108,3,2014-05-20,76.826086,68.173913,,77.086956,72.499999,77.086956,68.173913,2
1109,4,2015-06-28,16.25,24.25,,16.25,20.25,24.25,16.25,1
1110,4,2014-08-18,21.833333,28.333333,,21.833333,25.083333,28.333333,21.833333,1
1111,5,2013-08-31,25.260869,31.333333,,30.291666,28.297101,31.333333,25.260869,1
1112,5,2013-01-28,167.583333,187.958333,,,177.770833,187.958333,167.583333,5
1113,2,2013-09-17,14.863636,16.727272,,15.260869,15.795454,16.727272,14.863636,1
1114,3,2014-06-30,29.304347,30.416666,,42.458333,29.860506,42.458333,29.304347,1
1115,3,2015-03-30,71.708333,69.166666,,90.083333,70.437499,90.083333,69.166666,2
1116,1,2014-07-22,11.636363,16.642857,10.181818,14.35,12.820346,16.642857,10.181818,1
1117,1,2015-04-22,47.583333,62.0,52.541666,53.708333,54.041666,62.0,47.583333,2
1118,4,2013-08-25,48.041666,,,48.041666,48.041666,48.041666,48.041666,2
1119,5,2013-07-21,29.913043,20.708333,,16.956521,25.310688,29.913043,16.956521,1
1120,1,2014-11-24,53.708333,103.125,87.375,89.875,81.402777,103.125,53.708333,3
1121,1,2015-09-11,10.5,,4.857142,9.318181,7.678571,10.5,4.857142,1
1122,2,2013-01-19,77.291666,77.208333,,85.166666,77.249999,85.166666,77.208333,3
1123,3,2014-09-22,33.083333,39.173913,,43.5,36.128623,43.5,33.083333,2
1124,3,2015-07-09,56.041666,53.583333,,56.75,54.812499,56.75,53.583333,2
1125,3,2015-11-28,42.826086,39.583333,,59.0,41.204709,59.0,39.583333,2
1126,5,2015-05-07,47.416666,39.833333,,51.5,43.624999,51.5,39.833333,2
1127,5,2015-09-26,64.708333,60.583333,,75.458333,62.645833,75.458333,60.583333,2
1128,4,2012-10-15,108.25,,,108.25,108.25,108.25,108.25,3
1129,1,2014-02-16,297.166666,273.375,287.333333,264.833333,285.958333,297.166666,264.833333,6
1130,2,2013-10-27,37.818181,44.708333,,39.583333,41.263257,44.708333,37.818181,2
1131,3,2015-02-20,43.208333,58.083333,,59.833333,50.645833,59.833333,43.208333,2
1132,2,2014-05-14,81.047619,89.625,,72.791666,85.336309,89.625,72.791666,3
1133,4,2014-03-12,130.904761,158.75,,130.904761,144.82738,158.75,130.904761,4
1134,3,2014-02-28,49.0,53.391304,,56.73913,51.195652,56.73913,49.0,2
1135,4,2014-12-20,55.583333,62.5,,55.583333,59.041666,62.5,55.583333,2
1136,1,2013-11-02,270.916666,246.166666,262.375,286.791666,259.819444,286.791666,246.166666,6
1137,1,2015-11-16,55.625,,56.916666,56.708333,56.270833,56.916666,55.625,2
1138,3,2014-02-05,75.083333,77.458333,,68.541666,76.270833,77.458333,68.541666,3
1139,5,2013-12-10,132.40909,122.954545,,119.809523,127.681817,132.40909,119.809523,4
1140,2,2015-08-30,69.083333,60.833333,,53.0,64.958333,69.083333,53.0,2
1141,3,2013-04-17,144.3125,128.8125,,,136.5625,144.3125,128.8125,4
1142,4,2012-04-08,50.545454,,,50.545454,50.545454,50.545454,50.545454,2
1143,4,2013-01-08,69.75,75.5,,69.75,72.625,75.5,69.75,2
1144,4,2015-10-07,20.25,28.958333,,20.25,24.604166,28.958333,20.25,1
1145,1,2014-12-11,16.416666,24.416666,23.083333,24.375,21.305555,24.416666,16.416666,1
1146,3,2014-10-09,111.166666,140.5,,162.125,125.833333,162.125,111.166666,4
1147,5,2014-08-07,55.75,43.916666,,43.625,49.833333,55.75,43.625,2
1148,5,2014-12-26,211.25,236.916666,,253.791666,224.083333,253.791666,211.25,5
1149,2,2013-06-02,39.958333,38.0,,38.708333,38.979166,39.958333,38.0,2
1150,4,2012-12-06,53.083333,,,53.083333,53.083333,53.083333,53.083333,2
1151,1,2014-04-07,105.782608,103.0,104.782608,99.826086,104.521738,105.782608,99.826086,3
1152,2,2013-03-10,44.541666,46.125,,50.208333,45.333333,50.208333,44.541666,2
1153,5,2013-02-15,76.041666,99.458333,,,87.749999,99.458333,76.041666,3
1154,3,2013-06-08,40.545454,,,48.636363,40.545454,48.636363,40.545454,2
1155,5,2013-04-06,25.791666,29.583333,,,27.687499,29.583333,25.791666,1
1156,2,2014-07-05,31.347826,32.208333,,28.416666,31.778079,32.208333,28.416666,1
1157,4,2014-05-03,64.642857,47.25,,64.642857,55.946428,64.642857,47.25,2
1158,4,2013-02-09,18.416666,17.826086,,18.416666,18.121376,18.416666,17.826086,1
1159,1,2015-11-02,88.125,90.0,90.25,90.791666,89.458333,90.791666,88.125,3
1160,4,2011-12-20,107.454545,,,107.454545,107.454545,107.454545,107.454545,3
1161,1,2015-03-18,47.791666,56.347826,49.0,50.791666,51.046497,56.347826,47.791666,2
1162,3,2015-01-16,102.217391,116.391304,,126.826086,109.304347,126.826086,102.217391,3
1163,4,2013-09-29,41.041666,,,41.041666,41.041666,41.041666,41.041666,2
1164,1,2015-10-15,123.583333,,125.416666,112.583333,124.499999,125.416666,112.583333,4
1165,1,2015-12-26,266.521739,255.083333,238.208333,254.333333,253.271135,266.521739,238.208333,6
1166,2,2013-02-23,168.416666,158.666666,,156.416666,163.541666,168.416666,156.416666,5
1167,2,2013-11-08,103.333333,128.55,,99.782608,115.941666,128.55,99.782608,4
1168,3,2015-08-13,81.333333,82.166666,,85.791666,81.749999,85.791666,81.333333,3
1169,3,2015-10-24,53.833333,55.666666,,70.375,54.749999,70.375,53.833333,2
1170,4,2013-09-06,67.541666,,,67.541666,67.541666,67.541666,67.541666,2
1171,5,2015-06-11,18.166666,15.75,,15.458333,16.958333,18.166666,15.458333,1
1172,5,2015-08-22,24.958333,24.708333,,23.791666,24.833333,24.958333,23.791666,1
1173,1,2015-01-07,60.333333,94.727272,71.583333,73.666666,75.547979,94.727272,60.333333,3
1174,2,2013-04-11,85.173913,79.47826,,77.434782,82.326086,85.173913,77.434782,3
1175,3,2015-10-01,20.913043,19.333333,,30.958333,20.123188,30.958333,19.333333,1
1176,1,2013-08-10,96.68421,95.0,107.708333,88.875,99.797514,107.708333,88.875,3
1177,1,2014-01-15,199.458333,185.166666,193.958333,210.375,192.86111,210.375,185.166666,5
1178,5,2013-03-19,22.25,18.583333,,,20.416666,22.25,18.583333,1
1179,4,2014-07-14,8.958333,24.285714,,8.958333,16.622023,24.285714,8.958333,1
1180,4,2015-04-14,35.541666,39.916666,,35.541666,37.729166,39.916666,35.541666,2
1181,1,2014-03-26,303.25,293.125,291.166666,317.875,295.847222,317.875,291.166666,6
1182,1,2015-12-03,10.583333,,9.625,9.541666,10.104166,10.583333,9.541666,1
1183,5,2013-05-30,56.538461,66.923076,,57.76923,61.730768,66.923076,56.538461,2
1184,1,2014-06-18,67.666666,65.833333,61.25,71.380952,64.916666,71.380952,61.25,2
1185,4,2012-12-29,48.583333,,,48.583333,48.583333,48.583333,48.583333,2
1186,1,2014-03-03,223.043478,203.565217,223.347826,246.130434,216.652173,246.130434,203.565217,5
1187,3,2014-01-01,175.8,190.722222,,172.35,183.261111,190.722222,172.35,5
1188,3,2014-11-13,46.916666,48.333333,,53.75,47.624999,53.75,46.916666,2
1189,5,2014-11-22,90.75,102.333333,,116.791666,96.541666,116.791666,90.75,3
1190,3,2015-09-14,48.875,41.5,,52.291666,45.1875,52.291666,41.5,2
1191,4,2014-11-19,70.666666,68.833333,,70.666666,69.749999,70.666666,68.833333,2
1192,2,2014-06-24,50.583333,50.875,,40.869565,50.729166,50.875,40.869565,2
1193,1,2013-07-23,42.208333,45.833333,48.208333,43.333333,45.416666,48.208333,42.208333,2
1194,2,2014-10-26,58.5,61.47826,,53.25,59.98913,61.47826,53.25,2
1195,2,2015-07-26,93.333333,75.590909,,60.75,84.462121,93.333333,60.75,3
1196,3,2013-05-21,79.473684,61.777777,,61.68421,70.62573,79.473684,61.68421,2
1197,4,2014-08-24,17.083333,27.625,,17.083333,22.354166,27.625,17.083333,1
1198,4,2015-05-24,70.291666,62.416666,,70.291666,66.354166,70.291666,62.416666,2
1199,4,2015-11-11,54.625,54.291666,,54.625,54.458333,54.625,54.291666,2
1200,2,2014-09-16,30.875,28.565217,,22.625,29.720108,30.875,22.625,1
1201,2,2015-06-16,31.458333,31.125,,28.041666,31.291666,31.458333,28.041666,1
1202,4,2015-12-21,78.583333,86.391304,,78.583333,82.487318,86.391304,78.583333,3
1203,5,2015-07-12,65.541666,61.375,,69.916666,63.458333,69.916666,61.375,2
1204,4,2012-08-04,91.291666,,,91.291666,91.291666,91.291666,91.291666,3
1205,5,2014-07-20,67.875,66.291666,,76.125,67.083333,76.125,66.291666,2
1206,1,2013-04-28,72.521739,70.666666,56.954545,71.708333,66.714316,72.521739,56.954545,2
1207,1,2015-06-10,83.666666,73.875,83.272727,75.416666,80.271464,83.666666,73.875,3
1208,2,2014-08-15,35.875,38.73913,,26.083333,37.307065,38.73913,26.083333,2
1209,2,2015-10-18,40.75,38.5,,39.041666,39.625,40.75,38.5,2
1210,4,2015-08-19,25.5,30.958333,,25.5,28.229166,30.958333,25.5,1
1211,5,2015-02-06,117.916666,109.083333,,103.416666,113.499999,117.916666,103.416666,3
1212,1,2014-11-01,50.541666,46.208333,48.958333,43.208333,48.569444,50.541666,43.208333,2
1213,2,2013-05-15,29.954545,27.136363,,22.875,28.545454,29.954545,22.875,1
1214,2,2015-03-24,11.708333,12.041666,,17.291666,11.874999,17.291666,11.708333,1
